month	page_namespace	n
201411	1	843
201411	2	861
201411	3	2130
201411	4	2172
201411	5	7
201411	9	1
201411	10	3252
201411	11	12
201411	12	3
201411	14	82
201411	100	4
201411	101	1
201411	102	269
201411	103	14
201411	104	984
201411	105	12
201412	0	105831
201412	1	376
201412	2	1028
201412	3	30362
201412	4	2491
201412	5	14
201412	8	27
201412	9	1
201412	10	3628
201412	11	16
201412	12	6
201412	14	150
201412	15	3
201412	100	14
201412	101	4
201412	102	265
201412	103	22
201412	104	3028
201412	105	6
201501	0	34599
201501	1	466
201501	2	944
201501	3	7499
201501	4	2704
201501	5	51
201501	8	2
201501	9	10
201501	10	2773
201501	11	30
201501	12	3
201501	13	1
201501	14	1368
201501	15	10
201501	100	122
201501	101	5
201501	102	239
201501	103	20
201501	104	3276
201501	105	6
201502	0	44318
201502	1	79
201502	2	719
201502	3	1858
201502	4	2234
201502	5	6
201502	8	9
201502	10	2699
201502	11	15
201502	12	1
201502	14	4439
201502	15	25
201502	100	10
201502	101	2
201502	102	236
201502	103	5
201502	104	586
201502	105	2
201502	828	5
201503	0	29114
201503	1	772
201503	2	5678
201503	3	188227
201503	4	3350
201503	5	26
201503	8	2
201503	10	3487
201503	11	30
201503	12	1
201503	14	948
201503	15	4
201503	100	8
201503	101	2
201503	102	240
201503	103	21
201503	104	288
201503	105	3
201504	0	39521
201504	1	112
201504	2	13843
201504	3	371918
201504	4	3076
201504	5	14
201504	10	2804
201504	11	16
201504	14	546
201504	15	2
201504	100	8
201504	102	181
201504	103	31
201504	104	363
201504	105	6
201505	0	103421
201505	1	134
201505	2	774
201505	3	2946
201505	4	2477
201505	5	30
201505	10	2996
201505	11	20
201505	12	1
201505	14	84
201505	100	30
201505	101	2
201505	102	293
201505	103	14
201505	104	4098
201505	105	64
201506	0	31564
201506	1	281
201506	2	1019
201506	3	3048
201506	4	2262
201506	5	10
201506	8	5
201506	10	3171
201506	11	14
201506	14	842
201506	15	1
201506	100	25
201506	102	186
201506	103	16
201506	104	517
201506	105	15
201507	0	15950
201507	1	110
201507	2	1043
201507	3	527
201507	4	1265
201507	5	5
201507	8	3
201507	10	3310
201507	11	1
201507	14	137
201507	15	4
201507	100	54
201507	102	9
201507	103	16
201507	104	253
201507	105	2
201508	0	28215
201508	1	102
201508	2	1034
201508	3	715
201508	4	1409
201508	5	9
201508	8	3
201508	10	2937
201508	11	5
201508	14	461
201508	15	1
201508	100	15
201508	102	23
201508	103	1
201508	104	567
201508	105	8
201509	0	45543
201509	1	161
201509	2	1046
201509	3	390
201509	4	1543
201509	5	7
201509	8	2
201509	10	2599
201509	11	6
201509	14	469
201509	15	1
201509	100	13
201509	102	29
201509	103	2
201509	104	389
201509	105	5
201509	828	1
201510	0	153906
201510	1	13024
201510	2	913
201510	3	345
201510	4	1814
201510	5	1
201510	8	1
201510	10	3206
201510	14	1246
201510	100	7
201510	102	18
201510	104	2904
201510	105	7
201511	0	352757
201511	1	126326
201511	2	1002
201511	3	524
201511	4	1897
201511	5	3
201511	10	3396
201511	11	1
201511	14	259
201511	100	14
201511	102	26
201511	103	11
201511	104	2361
201511	105	46
201512	0	104293
201512	1	9016
201512	2	1121
201512	3	921
201512	4	1754
201512	5	10
201512	10	3101
201512	11	8
201512	14	43
201512	15	1
201512	100	12
201512	101	4
201512	102	8
201512	103	16
201512	104	3548
201512	105	7
201601	0	32923
201601	1	108
201601	2	654
201601	3	679
201601	4	1977
201601	5	10
201601	10	3317
201601	11	9
201601	14	3
201601	100	3
201601	101	2
201601	102	16
201601	103	11
201601	104	1451
201601	105	4
201602	0	38661
201602	1	132
201602	2	286
201602	3	609
201602	4	1411
201602	5	5
201602	10	3037
201602	11	2
201602	14	10
201602	100	10
201602	101	2
201602	102	36
201602	103	7
201602	104	2033
201602	105	6
201603	0	42484
201603	1	484
201603	2	396
201603	3	812
201603	4	2288
201603	5	8
201603	10	2733
201603	11	12
201603	14	318
201603	100	10
201603	101	2
201603	102	17
201603	103	3
201603	104	2135
201603	105	31
201604	0	31506
201604	1	290
201604	2	443
201604	3	538
201604	4	1878
201604	5	11
201604	8	3
201604	10	2631
201604	11	10
201604	14	54
201604	100	6
201604	102	30
201604	103	4
201604	104	2843
201604	105	10
201605	0	18415
201605	1	153
201605	2	795
201605	3	538
201605	4	1911
201605	5	6
201605	8	1
201605	10	2980
201605	11	4
201605	14	12
201605	101	3
201605	102	139
201605	103	4
201605	104	713
201605	105	30
201606	0	26600
201606	1	2908
201606	2	958
201606	3	7619
201606	4	2012
201606	5	4
201606	10	2832
201606	11	5
201606	14	127
201606	100	4
201606	101	2
201606	102	27
201606	103	4
201606	104	538
201606	105	18
201606	828	1
201607	0	44476
201607	1	103
201607	2	1561
201607	3	10466
201607	4	2214
201607	10	2971
201607	14	35
201607	15	1
201607	100	16
201607	102	52
201607	104	983
201607	105	5
201608	0	65545
201608	1	929
201608	2	1867
201608	3	12984
201608	4	2590
201608	5	14
201608	10	2719
201608	11	11
201608	13	1
201608	14	1132
201608	15	1
201608	100	73
201608	102	81
201608	103	16
201608	104	2764
201608	105	41
201609	0	80450
201609	1	196
201609	2	1605
201609	3	17129
201609	4	2827
201609	5	5
201609	8	3
201609	10	2802
201609	11	10
201609	13	1
201609	14	1455
201609	15	1
201609	100	9
201609	101	2
201609	102	246
201609	103	20
201609	104	525
201609	105	10
201609	828	1
201610	0	48404
201610	1	230
201610	2	2528
201610	3	12359
201610	4	3532
201610	5	20
201610	8	2
201610	10	3171
201610	11	12
201610	14	125
201610	15	1
201610	100	22
201610	101	2
201610	102	137
201610	103	11
201610	104	1417
201610	105	19
201610	828	2
201611	0	30727
201611	1	168
201611	2	5331
201611	3	17783
201611	4	4404
201611	5	16
201611	8	1
201611	9	1
201611	10	2991
201611	11	12
201611	12	82
201611	14	129
201611	15	3
201611	100	5
201611	101	1
201611	102	413
201611	103	12
201611	104	455
201611	105	15
201611	829	1
201612	0	42539
201612	1	203
201612	2	1644
201612	3	9615
201612	4	2559
201612	5	6
201612	10	3156
201612	11	8
201612	14	76
201612	100	27
201612	101	1
201612	102	131
201612	103	7
201612	104	1130
201612	105	23
201701	0	44360
201701	1	161
201701	2	1697
201701	3	14397
201701	4	3193
201701	5	15
201701	9	1
201701	10	2851
201701	11	8
201701	14	148
201701	100	5
201701	102	139
201701	103	14
201701	104	406
201701	105	14
201702	0	58110
201702	1	180
201702	2	1630
201702	3	19027
201702	4	4176
201702	5	15
201702	10	2847
201702	11	14
201702	12	2
201702	14	377
201702	100	20
201702	102	119
201702	103	3
201702	104	1020
201702	105	12
201703	0	123935
201703	1	744
201703	2	1982
201703	3	20812
201703	4	4938
201703	5	25
201703	10	3243
201703	11	7
201703	14	623
201703	15	1
201703	100	29
201703	102	187
201703	103	12
201703	104	1573
201703	105	90
201704	0	147167
201704	1	1159
201704	2	1851
201704	3	14702
201704	4	3598
201704	5	69
201704	8	1
201704	10	2694
201704	11	28
201704	13	1
201704	14	3288
201704	15	4
201704	100	20
201704	101	10
201704	102	200
201704	103	45
201704	104	4642
201704	105	293
