month	page_namespace	n
201703	103	4
201704	0	5176
201704	1	31
201704	2	371
201704	3	29
201704	4	109
201704	5	11
201704	6	2
201704	10	73
201704	11	4
201704	14	20
201704	15	2
201704	103	13
